Date,Ford Motor Company (F),Apple Inc. (AAPL),The Procter & Gamble Company (PG),The Coca-Cola Company (KO),Canon Inc. (CAJ)
8/15/2005,7.944132,6.177399,38.917803,15.377165,31.187825
8/12/2005,7.936306,5.972695,38.46527,15.391292,31.200358
8/11/2005,8.108494,5.70062,38.544284,15.578474,31.68306
8/10/2005,8.139801,5.620294,38.580199,15.504308,31.438574
8/9/2005,8.171108,5.6773,38.745409,15.574941,31.037371
8/8/2005,8.116321,5.525715,38.968085,15.423077,30.73019
8/5/2005,8.108494,5.569765,38.860338,15.560815,30.880644
8/4/2005,8.327643,5.533488,38.910619,15.666767,31.137667
8/3/2005,8.413737,5.599564,39.506814,15.77625,31.557687
8/2/2005,8.515484,5.595677,39.765404,15.638513,31.551413
8/1/2005,8.492004,5.538671,39.736671,15.493712,30.886914
7/29/2005,8.40591,5.525715,39.959347,15.454862,30.824222
7/28/2005,8.45287,5.674708,40.095824,15.677362,31.476188
7/27/2005,8.43736,5.699324,39.772586,15.543156,32.692362
7/26/2005,8.42185,5.652683,39.585828,15.43014,33.457167
7/25/2005,8.227977,5.676004,39.463715,15.416014,33.839573
7/22/2005,8.313282,5.70062,39.499632,15.550219,34.040174
7/21/2005,8.251242,5.608633,39.600194,15.521966,34.272127
7/20/2005,8.476135,5.652683,39.52118,15.302999,34.159287
7/19/2005,8.406341,5.595677,39.219491,15.302999,34.084059
7/18/2005,8.476135,5.375426,39.033683,15.161729,33.638961
7/15/2005,8.530419,5.383199,38.947927,15.214706,33.827029
7/14/2005,8.445115,5.279552,39.126587,15.250023,33.676575
7/13/2005,8.290016,4.968609,39.005099,15.161729,33.563732
7/12/2005,8.359811,4.954357,38.547727,15.12288,33.758074
7/11/2005,8.305527,4.936219,38.519143,15.105222,33.532392
7/8/2005,8.080634,4.955653,37.847379,15.091094,33.44463
7/7/2005,7.96431,4.875326,37.275667,14.748516,33.244018
7/6/2005,8.026349,4.844232,37.518645,14.81562,33.131178
7/5/2005,8.065123,4.920672,37.697305,14.974548,33.375664
7/1/2005,7.99533,4.728924,37.804502,14.907444,33.137452
6/30/2005,7.941045,4.769087,37.697305,14.744985,32.993269
6/29/2005,8.072879,4.712081,38.211847,15.0805,33.576276
6/28/2005,8.065123,4.833867,38.111798,15.140538,33.758074
6/27/2005,7.847986,4.80666,37.640133,14.949826,33.60762
6/24/2005,7.91778,4.892169,37.74733,14.903913,33.744287
6/23/2005,8.065123,5.038571,38.347628,15.211173,34.012339
6/22/2005,8.282262,4.994521,38.905047,15.338316,34.03728
6/21/2005,8.662253,4.905124,38.826439,15.426609,34.199357
6/20/2005,8.615723,4.872735,38.769266,15.507839,33.850261
6/17/2005,8.747557,4.963426,38.890754,15.557283,33.918831
6/16/2005,8.817352,4.920672,38.769266,15.461926,33.844022
6/15/2005,8.654498,4.810546,38.876464,15.412482,34.168192
6/14/2005,8.39083,4.664144,38.869316,15.444268,33.75675
6/13/2005,8.158183,4.651188,38.812146,15.394824,33.53233
6/10/2005,8.010839,4.639527,39.126587,15.423078,33.775452
6/9/2005,7.770437,4.877917,39.448176,15.317801,34.074681
6/8/2005,7.824721,4.783339,39.526787,15.405532,34.529762
6/7/2005,7.801457,4.734106,39.626836,15.479226,34.161953
6/6/2005,7.723907,4.912898,39.526787,15.430097,34.143251
6/3/2005,7.677377,4.954357,39.4982,15.521336,33.937533
6/2/2005,7.96431,5.187564,39.99845,15.714344,34.161953
6/1/2005,7.692887,5.22125,40.105644,15.647669,34.174427
5/31/2005,7.739416,5.151288,39.412444,15.661706,33.819095
5/27/2005,7.809211,5.254935,39.848373,15.766983,34.436255
5/26/2005,7.778191,5.278256,39.884107,15.752945,33.943769
5/25/2005,7.723907,5.153879,39.826935,15.756455,33.451286
5/24/2005,7.739416,5.143514,40.019888,15.798566,33.856496
5/23/2005,7.88676,5.151288,40.362915,15.78102,33.719349
5/20/2005,7.754927,4.864961,40.362915,15.809093,33.226863
5/19/2005,7.762682,4.864961,40.462964,15.879278,33.507389
5/18/2005,7.692887,4.643414,40.305745,15.763473,33.482462
5/17/2005,7.219837,4.581226,39.755472,15.580994,32.796722
5/16/2005,7.297386,4.605842,39.405296,15.531863,32.684513
5/13/2005,7.212082,4.504786,39.126587,15.479226,32.653343
5/12/2005,7.250857,4.421867,39.619688,15.50028,32.958811
5/11/2005,7.47575,4.613616,39.648274,15.535373,33.507389
5/10/2005,7.584318,4.718559,39.219491,15.521336,33.563496
5/9/2005,7.716152,4.789816,39.290954,15.64065,33.619603
5/6/2005,7.568809,4.824798,39.126587,15.507299,33.632077
5/5/2005,7.522279,4.752244,39.148025,15.493263,33.239337
5/4/2005,7.879005,4.813137,39.405296,15.416059,33.17076
5/3/2005,7.343916,4.691351,39.233784,15.356402,32.915171
5/2/2005,7.150043,4.719854,39.162318,15.289727,32.827899
4/29/2005,7.064738,4.671918,38.697803,15.244106,32.441387
4/28/2005,7.088003,4.604546,38.583461,14.980914,32.229442
4/27/2005,7.243101,4.657666,38.254724,15.026534,32.609704
4/26/2005,7.342848,4.68876,38.140382,15.075663,32.223203
4/25/2005,7.511649,4.791112,38.469119,14.977405,33.039844
4/22/2005,7.588377,4.599364,38.511995,14.784398,32.497494
4/21/2005,7.534667,4.817024,38.726387,14.731759,33.220635
4/20/2005,7.166374,4.60066,38.154675,14.696667,32.291773
4/19/2005,7.120337,4.805364,38.62634,14.879147,32.647108
4/18/2005,7.166374,4.614911,38.818296,14.377327,32.110993
4/15/2005,7.289138,4.57993,38.960488,14.489622,32.185798
4/14/2005,7.480958,4.827389,39.10268,14.763342,32.927634
4/13/2005,7.711141,5.317124,39.251981,14.773869,33.120888
4/12/2005,7.718814,5.52701,39.472379,14.854583,33.345312
4/11/2005,8.010379,5.431137,39.344406,14.693157,33.557268
4/8/2005,8.463073,5.666935,38.747201,14.773869,33.663242
4/7/2005,8.670238,5.643614,39.152447,14.780888,33.856496
4/6/2005,8.524455,5.484256,38.363284,14.637009,33.57597
4/5/2005,8.516783,5.42725,38.391723,14.689648,33.382716
4/4/2005,8.50911,5.323602,38.320628,14.552788,33.071021
4/1/2005,8.578165,5.29769,37.403492,14.521205,33.133355
3/31/2005,8.693256,5.398746,37.680765,14.622972,33.413882
3/30/2005,8.777657,5.545149,37.93671,14.721231,33.152058
3/29/2005,8.64722,5.409111,36.870273,14.524714,32.503729
3/28/2005,8.608856,5.510168,37.332394,14.429964,32.827899
3/24/2005,8.662565,5.506281,37.396381,14.458039,32.64088
3/23/2005,8.432382,5.512759,37.559903,14.45102,32.572299
3/22/2005,8.570492,5.549035,37.005354,14.528224,32.82166
3/21/2005,8.831367,5.661752,37.495917,14.598407,33.058546
3/18/2005,8.739293,5.565878,37.965149,14.549278,33.195697
3/17/2005,8.954131,5.473891,37.503025,14.738777,33.632077
3/16/2005,9.138277,5.335262,37.545684,14.717721,33.357775
3/15/2005,9.383806,5.306759,37.623887,14.823,33.108425
3/14/2005,9.506571,5.223841,37.858504,14.858091,33.35155
3/11/2005,9.506571,5.217363,37.332394,14.90722,33.619603
3/10/2005,9.491225,5.160357,37.872724,15.016007,33.569735
3/9/2005,9.468207,5.098168,37.680765,15.064816,33.382716
3/8/2005,9.552607,5.251049,37.929599,15.138031,33.357775
3/7/2005,9.606317,5.538671,38.178436,15.242624,33.469988
3/4/2005,9.514243,5.546444,38.285078,15.214732,33.364014
3/3/2005,9.590971,5.414293,38.022024,15.054357,32.915171
3/2/2005,9.567953,5.716167,38.10023,15.005548,33.039844
3/1/2005,9.721409,5.7654,38.043352,15.085735,33.35155
2/28/2005,9.706063,5.812041,37.744751,14.921873,32.877767
2/25/2005,9.97461,5.764752,38.526804,14.998575,32.846601
2/24/2005,9.821155,5.760865,38.270861,14.873063,32.428924
2/23/2005,9.828828,5.715519,38.029135,14.845173,32.360354
2/22/2005,9.790464,5.525067,37.147546,14.918387,32.509968
2/18/2005,9.943919,5.623532,38.036244,14.977656,32.64088
2/17/2005,9.97461,5.688312,37.915382,14.991602,32.335416
2/16/2005,10.16643,5.838601,37.901163,15.096194,32.965039
2/15/2005,10.097375,5.72718,38.022024,14.869578,33.270506
2/14/2005,10.051338,5.482312,37.467478,14.942792,33.251804
2/11/2005,10.020647,5.260766,37.076452,14.907927,32.971274
2/10/2005,10.051338,5.076143,36.699642,14.817281,32.541134
2/9/2005,10.066684,5.10076,36.621436,14.907927,32.335416
2/8/2005,10.097375,5.240684,36.955587,14.869578,32.672046
2/7/2005,10.296867,5.113715,37.346614,14.813795,32.615942
2/4/2005,10.143412,5.107238,37.4106,14.806822,32.696987
2/3/2005,10.059011,5.040514,37.851396,14.552314,32.210739
2/2/2005,10.181776,5.158414,37.965149,14.615068,32.366582
2/1/2005,10.035992,5.022376,37.588339,14.440747,32.815425
1/31/2005,10.105048,4.981565,37.844285,14.465153,32.77802
1/28/2005,10.082029,4.792408,38.498367,14.465153,32.279309
1/27/2005,10.120393,4.705603,39.330187,14.559285,31.992544
1/26/2005,10.243158,4.680339,39.415501,14.531395,32.185798
1/25/2005,10.074356,4.667383,39.621679,14.377993,31.512536
1/24/2005,9.95252,4.583817,39.251981,14.280372,31.911511
1/21/2005,9.982979,4.566326,39.564804,14.26294,31.768125
1/20/2005,10.249496,4.564383,40.311309,14.40937,31.768125
1/19/2005,10.607391,4.526811,40.29709,14.329182,32.422685
1/18/2005,10.721613,4.576691,39.62879,14.381478,32.884005
1/14/2005,10.706384,4.54754,39.550934,14.283859,33.220635
1/13/2005,10.721613,4.521628,39.303208,14.203672,32.273071
1/12/2005,10.904367,4.240484,39.996835,14.350101,32.927634
1/11/2005,10.98813,4.182182,39.848202,14.350101,33.233102
1/10/2005,11.079508,4.467214,39.89067,14.430288,33.127127
1/7/2005,11.155655,4.486,39.579243,14.350101,32.771792
1/6/2005,11.00336,4.181535,39.16873,14.332669,32.915171
1/5/2005,10.98813,4.178296,38.977628,14.214131,33.158293
1/4/2005,11.16327,4.142019,38.574192,14.280372,32.834127
1/3/2005,11.201344,4.099912,39.062562,14.482585,33.551033
12/31/2004,11.148041,4.171817,38.984708,14.517449,33.82532
12/30/2004,11.269877,4.19773,39.246587,14.520936,33.582198
12/29/2004,11.224188,4.174409,39.097953,14.489558,32.921406
12/28/2004,11.330795,4.157566,39.239507,14.590663,33.413882
12/27/2004,11.224188,4.09149,39.211198,14.520936,32.766184
12/23/2004,11.269877,4.146554,39.345676,14.472125,32.685507
12/22/2004,11.292721,4.129711,39.579243,14.496531,32.524159
12/21/2004,11.201344,4.125824,39.685412,14.294318,32.573801
12/20/2004,11.16327,4.062988,39.345676,14.276886,32.275927
12/17/2004,10.919597,4.210038,39.239507,14.276886,32.19526
12/16/2004,10.82822,4.314333,39.706644,14.339642,32.040113
12/15/2004,10.881523,4.227528,39.7208,14.45818,32.275927
12/14/2004,10.904367,4.229471,39.982682,14.39891,31.525042
12/13/2004,10.835834,4.204855,39.982682,14.245508,31.177515
12/10/2004,10.82822,4.220403,39.947291,14.130456,30.798974
12/9/2004,10.843449,4.145258,39.904826,14.228077,31.134083
12/8/2004,10.820605,4.099264,38.949316,14.081646,31.301638
12/7/2004,10.835834,4.074,38.248612,14.001459,30.879641
12/6/2004,10.866294,4.261213,38.432635,14.081646,31.27681
12/3/2004,10.896753,4.060396,39.204119,14.193212,31.996671
12/2/2004,10.835834,4.224289,39.508466,14.092105,31.512624
12/1/2004,10.767302,4.391421,38.687437,13.865489,31.332663
11/30/2004,10.797761,4.343484,37.852253,13.705114,31.134083
11/29/2004,10.835834,4.433528,38.291078,13.84457,31.55607
11/26/2004,10.851064,4.181535,37.965498,13.809706,31.270603
11/24/2004,10.721613,4.149144,38.177832,13.788919,31.227168
11/23/2004,10.729228,3.969057,38.262768,13.757738,31.61813
11/22/2004,10.729228,3.974239,38.54588,13.81317,31.853944
11/19/2004,10.774916,3.5739,38.446791,13.764667,31.692596
11/18/2004,10.919597,3.588152,38.765294,13.955217,31.680179
11/17/2004,10.896753,3.55641,38.567115,13.955217,32.083558
11/16/2004,10.820605,3.559001,38.468024,13.944824,31.835327
11/15/2004,10.927212,3.578435,38.560036,14.059155,32.319373
11/12/2004,10.835834,3.595277,38.644969,14.13191,31.934621
11/11/2004,10.851064,3.582322,38.2203,14.190807,31.090641
11/10/2004,10.592161,3.546693,37.512517,14.263562,30.997553
11/9/2004,10.721613,3.501347,37.349727,14.287815,31.338873
11/8/2004,10.485555,3.522724,37.717775,14.301672,31.680179
11/5/2004,10.516014,3.544749,37.880565,14.343248,32.033906
11/4/2004,10.493169,3.527259,37.646995,14.329389,31.655365
11/3/2004,10.089586,3.582969,36.705645,14.152696,31.270603
11/2/2004,10.081971,3.465718,36.075718,14.083406,31.096848
11/1/2004,10.074356,3.397699,36.09695,14.041831,30.277693
10/29/2004,9.922061,3.39446,36.224352,14.08687,30.718297
10/28/2004,10.021053,3.380856,36.316364,14.027974,30.898258
10/27/2004,9.929676,3.258423,36.649021,14.007186,30.035671
10/26/2004,9.710528,3.107486,37.661151,13.615691,29.570243
10/25/2004,9.597175,3.080278,37.038304,13.390496,29.806057
10/22/2004,9.80121,3.071209,37.547906,13.47711,29.911552
10/21/2004,9.869221,3.105542,37.951342,13.678053,30.221844
10/20/2004,9.748311,3.075096,37.908877,13.66766,30.110138
10/19/2004,9.770982,3.071857,37.335573,13.643408,30.110138
10/18/2004,10.118596,3.093234,37.800506,13.594904,29.65712
10/15/2004,10.012801,2.94748,37.821639,13.581046,29.72538
10/14/2004,9.914562,2.913794,37.31444,13.563723,29.582651
10/13/2004,10.345301,2.574996,37.349662,13.646872,29.768822
10/12/2004,10.44354,2.480418,37.708927,13.781989,30.041871
10/11/2004,10.541779,2.499851,37.807549,13.861674,30.43283
10/8/2004,10.541779,2.530298,37.652573,13.85821,30.29631
10/7/2004,10.473767,2.566575,37.786417,13.899784,29.973612
10/6/2004,10.715586,2.63265,38.25135,14.17002,30.712086
10/5/2004,10.700472,2.55038,38.223172,14.079941,30.221844
10/4/2004,10.692915,2.512807,38.286572,14.118051,30.271486
10/1/2004,10.723142,2.505034,38.504951,13.965611,29.768822
9/30/2004,10.617347,2.510216,38.12455,13.875532,29.26616
9/29/2004,10.473767,2.505682,38.364061,13.861674,28.825556
9/28/2004,10.519108,2.464223,37.877995,13.854746,28.918642
9/27/2004,10.496438,2.431185,37.779374,13.730022,28.794522
9/24/2004,10.428426,2.415638,38.096374,13.854746,28.484239
9/23/2004,10.428426,2.414342,38.237261,13.865139,29.042754
9/22/2004,10.579563,2.391669,38.25135,14.00372,29.092396
9/21/2004,10.75337,2.462279,38.65993,14.111122,29.72538
9/20/2004,10.677802,2.442845,38.307707,14.01065,29.675736
9/17/2004,10.745813,2.405921,39.632061,13.962146,29.681944
9/16/2004,10.541779,2.354745,39.385507,13.872068,29.39027
9/15/2004,10.435983,2.280248,39.66024,14.260098,29.675736
9/14/2004,10.564449,2.299034,39.906797,14.852536,30.209426
9/13/2004,10.655131,2.305512,39.639107,14.828284,29.750204
9/10/2004,10.549336,2.323651,39.575707,14.797103,29.328219
9/9/2004,10.708029,2.312638,39.512307,14.986544,29.415097
9/8/2004,10.768484,2.354745,39.963151,14.965879,29.973612
9/7/2004,11.002746,2.316525,39.906797,15.723645,30.259079
9/3/2004,10.738256,2.282191,39.836351,15.668535,29.222716
9/2/2004,10.851609,2.310047,39.794086,15.63409,29.911552
9/1/2004,10.503994,2.323003,39.589796,15.375761,29.799846
8/31/2004,10.662688,2.234254,39.427774,15.399871,29.768822
8/30/2004,10.549336,2.210286,39.103728,15.275873,29.632293
8/27/2004,10.670245,2.225185,39.434818,15.403316,29.886734
8/26/2004,10.556893,2.245267,39.237574,15.313762,29.582651
8/25/2004,10.549336,2.140971,38.955795,15.272429,29.663329
8/24/2004,10.511551,2.069714,38.70924,15.162209,29.477156
8/23/2004,10.60979,2.013355,38.568351,15.272429,29.278567
8/20/2004,10.662688,1.995217,38.638794,15.227652,29.328219
8/19/2004,10.579563,1.989387,38.378151,15.162209,28.980693
8/18/2004,10.806268,2.05611,38.885352,15.35165,29.104814
8/17/2004,10.692915,1.999752,38.631751,15.268985,28.577325
8/16/2004,10.624904,1.993922,38.72333,15.334428,28.527681
8/13/2004,10.428426,1.997808,38.364061,15.282762,27.857465
8/12/2004,10.473767,1.967362,38.244307,15.10021,28.47803
8/11/2004,10.75337,2.008821,38.511994,15.310318,28.732471
8/10/2004,10.821381,2.041859,38.180907,14.969323,28.850373
8/9/2004,10.640017,1.962827,37.398973,14.886658,28.831755
8/6/2004,10.63246,1.929142,37.328529,14.9831,28.651794
8/5/2004,10.730699,2.033437,37.44124,15.103654,28.943459
8/4/2004,11.100984,2.059349,38.082285,15.224208,29.892934
8/3/2004,11.116098,2.026959,37.800506,15.193208,30.116338
8/2/2004,11.37303,2.045745,37.575084,15.227652,30.42663
7/30/2004,11.123655,2.094978,36.736796,15.107099,30.408016
7/29/2004,11.297462,2.114412,37.279216,14.831548,29.899141
7/28/2004,11.478825,2.090443,37.645527,15.0451,30.395598
7/27/2004,11.168995,2.100808,37.962528,15.06921,30.408016
7/26/2004,11.06391,2.025016,37.420105,15.258651,30.240461
7/23/2004,11.011368,1.988739,36.976307,15.558313,30.451447
7/22/2004,10.996356,2.052223,37.603262,16.867183,31.28302
7/21/2004,10.906283,2.048336,37.504641,16.946403,30.805174
7/20/2004,10.958826,2.085909,38.216128,17.24951,31.655365
7/19/2004,11.244055,2.071009,38.342347,17.339064,31.48781
7/16/2004,11.146477,2.085909,38.636855,17.42173,31.531242
7/15/2004,11.281586,2.133198,38.573746,17.511283,31.853944
7/14/2004,11.334128,1.916186,38.622833,17.621504,31.959435
7/13/2004,11.371658,1.892865,38.496615,17.449284,32.679307
7/12/2004,11.371658,1.887683,38.48259,17.50784,32.213878
7/9/2004,11.379164,1.945337,38.370396,17.573282,32.319373
7/8/2004,11.086429,1.952462,38.251188,17.414841,32.009088
7/7/2004,11.229044,1.968657,38.16003,17.366618,32.735159
7/6/2004,11.229044,2.004934,37.970705,17.449284,32.350397
7/2/2004,11.221537,2.013355,38.096923,17.404507,32.747566
7/1/2004,11.27408,2.092387,38.040825,17.345953,32.759973
6/30/2004,11.74696,2.107934,38.174054,17.387285,33.138525
6/29/2004,11.912093,2.105343,38.461552,17.407952,32.853061
6/28/2004,11.74696,2.104695,38.286248,17.356285,32.791009
6/25/2004,11.897082,2.183078,38.391431,17.256398,32.921328
6/24/2004,12.122263,2.149393,38.770087,17.580171,32.803416
6/23/2004,12.27989,2.183078,39.239899,17.669725,32.32765
6/22/2004,12.009672,2.137733,39.197828,17.573282,32.142285
6/21/2004,11.74696,2.09433,38.917341,17.624948,32.068137
6/18/2004,11.927106,2.131902,38.633351,17.700725,32.191712
6/17/2004,11.739455,2.125424,38.69646,17.597393,32.037247
6/16/2004,11.731949,2.12089,38.980451,17.631837,32.383258
6/15/2004,11.566815,1.988091,38.931366,17.645614,32.222612
6/14/2004,11.424201,1.951167,38.756063,17.697281,31.295788
6/10/2004,11.694418,1.99133,38.749049,17.697281,32.370904
6/9/2004,11.559309,1.956349,38.833197,17.74184,31.895128
6/8/2004,11.574322,1.966066,38.668411,18.033196,32.624234
6/7/2004,11.409188,1.931085,38.391431,18.067473,32.494479
6/4/2004,11.191513,1.864362,37.819944,17.916654,31.240177
6/3/2004,11.071417,1.839746,37.84799,17.745268,30.368963
6/2/2004,11.176501,1.873431,38.149512,17.803539,30.745864
6/1/2004,11.289092,1.817721,38.075885,17.505328,30.350426
5/28/2004,11.146477,1.817721,37.802412,17.601304,30.622293
5/27/2004,11.289092,1.824846,38.068874,17.591021,30.925056
5/26/2004,11.27408,1.846872,37.725278,17.213973,30.554329
5/25/2004,11.018874,1.840393,37.781377,17.272244,30.331889
5/24/2004,10.726138,1.771079,37.223911,17.080293,29.924087
5/21/2004,10.688608,1.75618,37.483361,16.926045,30.010588
5/20/2004,10.643572,1.730268,37.406228,17.011738,29.225873
5/19/2004,10.568511,1.714721,36.981994,16.91919,29.769612
5/18/2004,10.846235,1.752941,37.185344,17.17284,29.781969
5/17/2004,10.711127,1.725733,37.262478,17.073437,29.343273
5/14/2004,11.033886,1.752941,37.308058,17.138563,29.738722
5/13/2004,10.816211,1.761362,36.922389,17.004883,30.406037
5/12/2004,10.876259,1.768488,37.213393,17.111141,31.203107
5/11/2004,10.793693,1.758123,37.192357,17.155701,31.122779
5/10/2004,10.515969,1.702413,37.048607,17.114569,30.764401
5/7/2004,10.808705,1.727677,37.416745,17.392214,31.536761
5/6/2004,11.176501,1.721846,37.788388,17.505328,31.851881
5/5/2004,11.34914,1.726381,37.448299,17.512184,32.902281
5/4/2004,11.566815,1.693343,37.269491,17.231111,32.994962
5/3/2004,11.461731,1.688809,37.441288,17.351081,32.469758
4/30/2004,11.529285,1.670023,37.090681,17.333943,32.321467
4/29/2004,11.536791,1.734155,37.15379,17.296238,31.864238
4/28/2004,11.63437,1.713425,36.522697,17.210545,32.061957
4/27/2004,11.957131,1.745167,37.034583,17.38193,32.605697
4/26/2004,11.703516,1.757475,36.897846,17.375075,32.136101
4/23/2004,11.710976,1.7944,36.810195,17.498473,32.222612
4/22/2004,11.763191,1.799582,36.683976,17.639009,31.728299
4/21/2004,11.144075,1.796343,36.301816,17.868666,30.801474
4/20/2004,10.114703,1.796343,36.501661,17.920081,31.518227
4/19/2004,9.958059,1.836507,36.993652,18.166877,31.320498
4/16/2004,9.9506,1.890274,36.976207,17.800112,30.96213
4/15/2004,9.786497,1.898047,37.028548,17.549889,30.121806
4/14/2004,9.876007,1.725733,36.920377,17.54646,30.566682
4/13/2004,10.002814,1.744519,36.96225,17.443629,30.869449
4/12/2004,10.211672,1.816425,37.377478,17.429918,31.851881
4/8/2004,10.13708,1.783387,37.126248,17.5636,32.006346
4/7/2004,10.196754,1.769136,37.143693,17.508757,31.975456
4/6/2004,10.442908,1.802821,37.335606,17.436774,32.006346
4/5/2004,10.495123,1.834563,37.1088,17.337371,32.803416
4/2/2004,10.189295,1.781444,37.025058,17.45734,31.975456
4/1/2004,10.010274,1.75618,36.979697,17.337371,31.802447
3/31/2004,10.122162,1.751645,36.595871,17.241394,32.006346
3/30/2004,10.181835,1.808651,36.979697,17.2174,32.142285
3/29/2004,10.002814,1.808004,36.595871,16.932901,32.068137
3/26/2004,9.905844,1.751645,36.271366,16.720382,30.96213
3/25/2004,9.831253,1.740633,36.477236,16.713526,30.554329
3/24/2004,9.689527,1.651884,35.94686,16.620979,29.781969
3/23/2004,9.614935,1.638281,36.065498,16.497581,29.831403
3/22/2004,9.629853,1.675205,36.278346,16.538713,29.16409
3/19/2004,9.741742,1.675205,36.299281,16.720382,29.973514
3/18/2004,9.935681,1.662897,36.438854,16.809503,30.399853
3/17/2004,9.972977,1.696582,36.365578,16.75466,30.393673
3/16/2004,9.75666,1.672614,35.960817,16.507864,29.50392
3/15/2004,9.711905,1.713425,35.772394,16.353617,29.300019
3/12/2004,9.913304,1.785331,36.330686,16.607268,29.744895
3/11/2004,9.711905,1.758771,36.271366,16.51472,28.842789
3/10/2004,9.838711,1.793104,36.822677,17.018595,30.090916
3/9/2004,10.092325,1.755532,35.761927,17.114089,30.585219
3/8/2004,10.219132,1.684274,35.754949,17.004952,30.745864
3/5/2004,10.517501,1.732211,35.507209,17.086805,31.005377
3/4/2004,10.211672,1.629859,35.625844,16.653667,30.603756
3/3/2004,10.353398,1.549532,35.751459,16.759393,31.017741
3/2/2004,10.532419,1.542406,35.632824,16.80714,31.073348
3/1/2004,10.435449,1.55601,36.239963,16.923099,31.036278
2/27/2004,10.256428,1.549532,35.768907,17.039057,30.368963
2/26/2004,10.189295,1.492526,35.964307,16.994721,29.862296
2/25/2004,10.189295,1.477627,35.831714,16.933331,29.887014
2/24/2004,10.13708,1.448476,35.514186,16.977667,29.87465
2/23/2004,10.42799,1.437463,36.138773,17.168658,30.103269
2/20/2004,10.569715,1.451067,35.765417,17.37329,30.214487
2/19/2004,10.778573,1.455602,35.740992,17.393754,30.16506
2/18/2004,10.733818,1.506778,35.922435,17.475607,29.720185
2/17/2004,10.875543,1.5003,35.981755,17.441501,30.276282
2/13/2004,10.71144,1.489935,35.608399,17.441501,30.121806
2/12/2004,10.853166,1.537224,35.727034,17.577923,29.411237
2/11/2004,10.920299,1.541759,36.009667,17.666597,30.338062
2/10/2004,10.733818,1.488639,35.713077,17.792786,30.072379
2/9/2004,10.562256,1.468557,35.782864,17.87123,29.751075
2/6/2004,10.651766,1.471149,35.716567,17.390344,30.362779
2/5/2004,10.554796,1.452363,35.831714,17.182301,30.152696
2/4/2004,10.360857,1.411551,36.009667,16.967436,30.399853
2/3/2004,10.23405,1.441998,35.597929,16.994721,30.684083
2/2/2004,10.405612,1.445885,35.479294,16.919689,31.388469
1/30/2004,10.845706,1.461432,35.269936,16.793499,31.623261
1/29/2004,11.069483,1.469205,35.24202,16.912868,31.926029
1/28/2004,11.621465,1.458841,34.411566,16.844656,31.567654
1/27/2004,11.815405,1.494469,34.606966,17.04929,31.419362
1/26/2004,11.83023,1.490583,34.833772,17.117499,30.832375
1/23/2004,11.733868,1.461432,34.320843,17.066342,29.973514
1/22/2004,12.178614,1.436815,34.624414,16.824194,30.263918
1/21/2004,12.186027,1.464671,34.596499,16.977667,29.942624
1/20/2004,12.01554,1.472444,34.270248,17.028826,29.670747
1/16/2004,11.95624,1.471796,34.384865,17.011774,29.194981
1/15/2004,11.896941,1.480218,34.562,16.960615,29.380347
1/14/2004,11.993303,1.567671,34.742606,16.984489,29.90555
1/13/2004,12.067428,1.562488,34.627989,16.953794,29.343273
1/12/2004,12.163789,1.537224,34.819017,17.05611,30.325709
1/9/2004,12.274975,1.489935,34.607151,16.912868,29.936441
1/8/2004,12.675246,1.513256,34.430016,17.093626,29.84376
1/7/2004,12.593709,1.463375,34.072275,17.011774,29.596603
1/6/2004,12.260151,1.430985,34.37792,17.120911,29.985868
1/5/2004,12.297213,1.436168,34.551581,17.192532,29.732542
1/2/2004,11.919179,1.378514,34.381391,17.172068,29.442138
12/31/2003,11.859879,1.384344,34.690507,17.30849,29.435956
12/30/2003,11.852467,1.378514,34.61757,17.230048,29.473028
12/29/2003,11.978478,1.370092,34.454328,17.107268,28.478239
12/26/2003,11.993303,1.346124,34.1209,17.039057,28.255803
12/24/2003,12.008129,1.322155,34.155631,17.018595,28.256414
12/23/2003,11.985891,1.283287,34.204259,17.110678,28.570168
12/22/2003,12.445462,1.285879,34.089642,17.107268,28.373306
12/19/2003,11.296535,1.276162,33.870827,17.086805,27.468953
12/18/2003,11.059338,1.298187,34.492534,17.032236,27.79501
12/17/2003,10.874027,1.287822,34.169524,17.110678,27.075218
12/16/2003,10.63683,1.303369,34.263303,17.284616,27.801165
12/15/2003,10.584942,1.306608,33.975025,16.981079,28.010329
12/12/2003,10.169847,1.35325,33.627703,16.837835,27.79501
12/11/2003,10.184671,1.373979,33.342899,16.503602,27.776553
12/10/2003,9.880762,1.320212,33.648542,16.435391,27.038305
12/9/2003,10.014186,1.324746,33.540873,16.288738,27.481255
12/8/2003,9.799226,1.363614,33.638122,16.285328,28.625538
12/5/2003,9.613915,1.350658,33.520034,15.992022,28.59478
12/4/2003,9.710277,1.370092,33.617284,16.084106,29.265348
12/3/2003,9.769576,1.362319,33.624229,16.16596,28.668604
12/2/2003,9.576853,1.395356,33.665909,16.032948,29.111554
12/1/2003,9.725101,1.406369,33.704114,16.036359,29.376086
11/28/2003,9.7844,1.354545,33.426256,15.859011,28.699362
11/26/2003,9.576853,1.342237,33.30122,15.92381,28.637839
11/25/2003,9.636152,1.339646,33.64507,15.807852,28.145676
11/24/2003,9.361892,1.370092,33.55824,15.756935,28.779342
11/21/2003,9.154345,1.313734,33.259543,15.756935,28.053395
